-0.6885231,0.7654515,-0.14550751,1.4783758,0.028392017,-0.37957498,1.5864052,-0.21154669,-1.7264019,-0.6236923,-0.12616038,0.96363,1.0396985,-0.120054945,-0.1763014,-0.35910302,-0.089547954,0.14542046,-0.8320226,1.8473818,0.56687987,0.18322548,-0.42052978
0.60176367,0.4653816,1.0445596,-1.1244618,1.4840088,0.31082165,-0.7775096,0.66301024,-0.43330964,-0.41879156,1.1035116,2.3428328,-0.008157409,0.50623906,0.35084444,0.66326773,0.82448727,-0.65200126,-1.3539554,-1.7163877,0.34449512,0.98123956,0.64571494
1.5183206,1.5304462,1.1258668,1.1669378,-1.3788108,-1.4015831,-0.9133926,0.7599926,0.33837798,-2.0379105,1.3127755,-0.52217245,2.5723414,0.24611248,1.1792022,-0.48448256,-0.21593477,-0.3936392,-1.3489741,-1.3767111,1.385972,-1.0119311,-0.5344513
-1.0637462,-0.7874517,0.3996075,-0.82929105,-0.45362768,0.27971786,1.7202243,0.2965362,-0.056150176,-1.148292,-0.31208202,0.7605599,-0.6194214,0.48401302,-0.70090437,0.50173,-1.6718638,-1.0311674,-0.50194323,1.3336756,-0.86166215,-1.2386345,0.3193986
-1.8278738,-1.2756488,-1.5168258,1.471021,-2.497362,-0.06617909,0.028142981,-0.7643137,0.9525757,1.9607062,-0.14745896,0.33989474,-0.68904465,-0.38343653,1.2180011,-0.703486,0.29276562,-0.6304818,-0.13063426,0.37766796,6.474633e-05,0.9683235,-0.49041805
0.19093242,-0.2016792,0.19086997,-0.24619213,0.44669068,0.5671603,1.0762401,-0.35731816,-0.47323075,0.5432552,1.0259193,1.3648005,0.28678885,-1.176544,0.09075997,-1.6332368,0.5712094,0.31172743,1.9061583,-0.22393414,-0.33781934,1.6988791,1.9906949
-1.1460063,-0.8546119,0.7602698,-0.31420472,-2.09088,-0.759004,-0.7029393,0.8873555,1.8757344,-0.07770835,0.79470605,-0.65219486,-0.08181703,0.3225064,-1.3027759,-1.0568676,1.8782623,-0.12198689,0.5187443,-1.3890362,0.6354744,0.09087613,-0.94230354
-0.76112115,-0.45724997,0.39025745,-0.36754888,1.4614928,0.23633257,-0.8794827,1.1916486,1.6126903,-0.48186556,-1.4678555,-0.84771204,1.3706936,-0.0067906263,1.2136241,0.09384886,-2.5661595,-1.3887212,-0.15971461,-0.41245285,-0.10156025,-1.0698837,-0.63958275
1.5839503,0.94127315,-0.7635543,1.4712228,0.3343443,0.958073,-0.9868102,0.03931068,0.04020352,-0.21408096,-1.498069,1.7189931,-1.2628028,-0.81471425,-1.0683899,1.777361,0.41348064,-1.0423423,1.2093496,-0.14563407,0.14645559,0.34195444,2.4429421
0.014083118,0.7522752,1.8198365,-0.6096831,1.2838967,0.74648714,-0.7920443,-0.4409585,0.29332992,-0.5137778,2.0670657,0.363004,-0.86011034,-0.03342907,-0.58618337,-1.0153527,0.19095887,1.4279444,-0.6736991,1.3001521,-0.44494307,-0.73122025,0.10323685
-0.6335173,1.0304569,-1.591013,1.8030902,-1.3774892,-0.411231,0.475246,1.2958647,1.0576154,0.004911942,0.6666043,-1.559912,0.85758823,1.0121652,0.21106449,-1.9446942,-1.527414,0.09447674,-1.8732725,1.0851796,0.8544235,0.5193033,1.3469387
0.16268629,-0.6169235,-0.026433708,-0.37106812,-1.7197605,1.1734916,-0.03471577,1.2488396,0.28176594,-0.51788926,0.20396431,-0.47400182,1.3390937,-0.49423647,-0.21342933,-0.2623176,0.27405155,-0.07854044,-0.55490947,-0.18254134,-0.7052502,-0.014967802,0.5909139
0.70854014,-2.0236917,-0.8606378,0.7199702,-1.0305018,-0.88857967,0.39734408,1.3024126,1.8755981,1.7859061,0.39203298,-1.27683,-0.3708459,1.7771585,-0.4930408,1.695245,-0.62312627,0.34412938,-0.9851901,0.43331057,-1.659511,-1.9199928,0.30269775
1.0035839,-0.16698866,-0.91898924,0.253652,0.97850233,-0.24048981,-1.5889494,-2.3116672,0.15858738,0.46764055,0.38668957,-0.51926136,-0.5798105,0.95468366,-0.40616867,-0.18787405,-0.9556626,-0.4550344,0.17928396,0.5913643,0.885916,-0.70174545,-0.77560097
-1.3306829,0.14289923,0.04772342,1.0017805,-1.1801124,-1.7267317,-1.4188265,-0.99041283,0.14093702,1.2111418,-0.052097514,1.2716382,-0.5975949,-0.7449835,-0.69840395,-0.9135099,0.7638467,0.23812926,1.0654022,-0.21676716,-0.6554168,-0.19071826,-1.243479
1.639014,-0.3056451,-0.19635896,-0.3205791,-0.8622747,1.1434819,-1.7013987,-1.6336249,1.0492747,-0.64563346,0.88565457,-0.09122639,1.4802052,-1.8435363,-1.5333918,0.46139097,-1.0914686,0.7303839,0.18635884,0.9501578,0.55572695,-0.45963195,-0.8901692
1.6600376,0.03377328,0.50985473,0.52614194,-1.6369398,-0.46847525,-0.30772987,-1.185003,0.004986637,0.4946378,-2.1344593,0.27403948,0.41033506,0.038947947,2.8595471,-0.8817611,0.041556116,-0.21959408,-0.7647624,-0.8247931,0.4978962,-1.834611,0.95979154
1.207303,1.1011133,1.4159607,-1.3800977,1.2279274,1.086576,-0.082304135,-0.82453924,-1.0529462,-2.6297643,0.107715644,-0.13310955,0.45851582,-0.95931786,-0.39803657,0.9755177,0.17414035,1.569553,-0.02014016,1.1489363,0.525591,0.3381058,0.58098817
